feature_set,model,repeat,fold,rmse,mae,r2,n,rmse_hard
old 12,ridge,2,2,27.60753985793156,20.086888317972612,0.8993862916744836,250.0,43.23741856098777
old 12,ridge,2,3,37.985097025462096,21.936847395181488,0.8419589031498591,250.0,85.18419212090613
old 12,ridge,2,4,30.738464815831605,19.639409726892982,0.8434987065588092,250.0,64.7014111846684
old 12,xgboost,0,0,17.890323656734413,10.624881546100754,0.9593293184508824,251.0,38.01642746176878
old 12,xgboost,0,1,35.31630832336041,12.73012563982422,0.8671114452029212,250.0,80.82782800936283
old 12,xgboost,0,2,23.487552443826583,10.918124555039059,0.8963305299876757,250.0,58.06908055377156
old 12,xgboost,0,3,20.18834002156993,8.726561218378906,0.9491531848137487,250.0,49.80411029675398
old 12,xgboost,0,4,30.775945664106853,13.948472200878907,0.8896417477163147,250.0,76.37214342891109
old 12,xgboost,1,0,21.72563868453703,10.765762742389812,0.9464339532605682,251.0,43.376599066307364
old 12,xgboost,1,1,21.132581323752337,10.335668698203127,0.9339524124230445,250.0,51.663692374941085
old 12,xgboost,1,2,38.0932156850034,13.493071524589842,0.8345347728577377,250.0,95.60937733941476
old 12,xgboost,1,3,20.57554618269908,10.624408751679686,0.9460900112683835,250.0,39.91348980623227
old 12,xgboost,1,4,21.990336465445296,10.950301936796878,0.9319235429826457,250.0,55.73018734862021
old 12,xgboost,2,0,24.286480582570032,11.987153284168016,0.9252194511956777,251.0,53.62947973970733
old 12,xgboost,2,1,23.85961715059183,11.040733024511718,0.9335902008851565,250.0,58.41630265517945
old 12,xgboost,2,2,23.004322667388717,10.917220149160155,0.9301412771703398,250.0,54.144662830335584
old 12,xgboost,2,3,33.44639728272467,12.21073195078125,0.8774700536915011,250.0,88.17340856904667
old 12,xgboost,2,4,21.96089638445427,10.435567409648437,0.9201171207633496,250.0,50.64725123846899
