cmpdname,nist_id,boiling_point_kelvin,n_measurements,status
Dipicrylamine,C131737,,0,no_boiling_point
2-Iodohippuric acid,,,0,not_found
Quinosol,,,0,not_found
Oxythiamine,,,0,not_found
Shikimic acid,C138590,,0,no_boiling_point
Chelidamic Acid,,,0,not_found
Nitrilotriacetic acid,C139139,,0,no_boiling_point
N-Ethyldiethanolamine,C139877,522.2,1,found
Nithiamide,C140409,,0,no_boiling_point
Guanidine carboxamide,,,0,not_found
Lauric isopropanol amide,,,0,not_found
Iminodiacetic acid,C142734,,0,no_boiling_point
Ortal,C77305,,0,no_boiling_point
Methylarsonic acid,C124583,,0,no_boiling_point
Tiron free acid,,,0,not_found
Methohexital,C151837,,0,no_boiling_point
Sulfalene,,,0,not_found
Fluocortolone,,,0,not_found
5-Hydroxytryptophol,,,0,not_found
Cianidanol,,,0,not_found
3-Aminopropanol,C156876,461.0,2,found
alpha-Methyltryptamine,,,0,not_found
Piritramide,,,0,not_found
Dimercaptosuccinic Acid,,,0,not_found
5-Chlorosalicylic Acid,C321142,,0,no_boiling_point
Triflusal,,,0,not_found
Fenyramidol,C553695,,0,no_boiling_point
6-Aminonicotinamide,C329895,,0,no_boiling_point
Trifluoronitromethane,C335024,,0,no_boiling_point
Carbutamide,,,0,not_found
Galantamine,C357700,,0,no_boiling_point
Kynuramine,,,0,not_found
Cyanoacetic acid,C372098,,0,no_boiling_point
Betamethasone,C378449,,0,no_boiling_point
4-Hydroxyphenobarbital,C379340,,0,no_boiling_point
Cyanamide,C420042,,0,no_boiling_point
Fluorometholone,,,0,not_found
Lithocholic Acid,C434139,,0,no_boiling_point
Xanthinol,,,0,not_found
4-Methylcatechol,C452868,524.2,1,found
Hydantoic acid,,,0,not_found
Tribromonitromethane,C464108,,0,no_boiling_point
Flurenol,,,0,not_found
Ketobemidone,C469794,,0,no_boiling_point
Oxamide,C471465,,0,no_boiling_point
Enoxolone,,,0,not_found
Pinonic acid,,,0,not_found
Pinic acid,,,0,not_found
Chenodiol,,,0,not_found
Glycocholic acid,C475310,,0,no_boiling_point
Lucanthone,,,0,not_found
Dichloralphenazone,,,0,not_found
5-Nitrobarbituric acid,,,0,not_found
Chrysophanic acid,,,0,not_found
Menadiol,,,0,not_found
Diphenic acid,C482053,,0,no_boiling_point
Flavianic acid,C483841,,0,no_boiling_point
Salicyluric acid,C487547,,0,no_boiling_point
Kainic acid,,,0,not_found
3-Furoic acid,C488937,,0,no_boiling_point
Aspergillic acid,,,0,not_found
Thioxanthone,C492228,,0,no_boiling_point
Phenylpropanolamine,,,0,not_found
4-Chloromandelic acid,C492864,,0,no_boiling_point
Melarsoprol,,,0,not_found
N-Hydroxybenzamide,C495181,,0,no_boiling_point
Azoxybenzene,C495487,,0,no_boiling_point
Meconic acid,,,0,not_found
Methylsuccinic acid,C498215,380.65,1,found
Dipicolinic Acid,C499832,,0,no_boiling_point
Olivetol,C500663,,0,no_boiling_point
Oxanilic acid,C500721,,0,no_boiling_point
Indophenol,,,0,not_found
Tyrosol,C501940,,0,no_boiling_point
4-Hydroxybutanoic acid,C591811,,0,no_boiling_point
Malvalic acid,,,0,not_found
Orcinol,C504154,562.7,1,found
18-Pentatriacontanone,C504530,,0,no_boiling_point
10-Nonadecanone,C504574,,0,no_boiling_point
Dicyanamide,,,0,not_found
Methionol,C505102,,0,no_boiling_point
Suberic acid,C505486,,0,no_boiling_point
Tridecanedioic acid,C505522,,0,no_boiling_point
Hexadecanedioic acid,C505544,,0,no_boiling_point
Heptadecanoic acid,C506127,,0,no_boiling_point
Arachidic Acid,C506309,,0,no_boiling_point
Pentacosanoic acid,,,0,not_found
Hexacosanoic acid,C506467,,0,no_boiling_point
Octacosanoic acid,C506489,,0,no_boiling_point
Triacontanoic acid,C506503,,0,no_boiling_point
Oleanolic Acid,,,0,not_found
Tetranitromethane,C509148,399.2,1,found
Heptabarbital,C509864,,0,no_boiling_point
Dihydroergotamine,C511126,,0,no_boiling_point
2-Acetylbutyrolactone,C517237,,0,no_boiling_point
Trinitromethane,C517259,,0,no_boiling_point
Ambucetamide,C519880,,0,no_boiling_point
Florantyrone,,,0,not_found
Ethadione,,,0,not_found
Medroxyprogesterone,,,0,not_found
Androstenediol,,,0,not_found
Luminol,C521313,,0,no_boiling_point
Physcione,,,0,not_found
Dimethylthiambutene,C524845,,0,no_boiling_point
Gluconic Acid,C526954,,0,no_boiling_point
4-Methylorcinol,,,0,not_found
o-Toluamide,C527855,,0,no_boiling_point
Gallacetophenone,C528212,,0,no_boiling_point
Trimellitic acid,C528449,,0,no_boiling_point
Phthalonic acid,,,0,not_found
Syringic acid,C530574,,0,no_boiling_point
Sinapic acid,C530596,,0,no_boiling_point
Coixol,C532912,,0,no_boiling_point
Vanylglycol,,,0,not_found
P-Toluenesulfinic acid,,,0,not_found
Evernic Acid,,,0,not_found
Diphenylcarbazone,,,0,not_found
9-Heptadecanone,C540089,524.7,1,found
Butyramide,C541355,489.2,1,found
Isovaleramide,C541468,,0,no_boiling_point
3-Aminobutanoic acid,,,0,not_found
1-Iodohexadecane,C544774,,0,no_boiling_point
Propallylonal,C545937,,0,no_boiling_point
Sulfacarbamide,C547444,,0,no_boiling_point
o-Thymotic acid,,,0,not_found
6-Aminopenicillanic acid,,,0,not_found
2'-Aminoacetophenone,C551939,,0,no_boiling_point
2-Nitrobenzoic acid,C552169,,0,no_boiling_point
Paeonol,C552410,,0,no_boiling_point
Metabutethamine,R18062,,0,no_boiling_point
Butethamine,C2090893,,0,no_boiling_point
3-Nitrophenol,C554847,,0,no_boiling_point
Lignoceric Acid,C557595,,0,no_boiling_point
Bromotrinitromethane,C560952,,0,no_boiling_point
18-Hydroxycorticosterone,,,0,not_found
Monoacetyldapsone,C565208,,0,no_boiling_point
Metahexamide,,,0,not_found
2-Hydroxybutyric acid,,,0,not_found
Formestane,,,0,not_found
6-Methylsalicylic Acid,,,0,not_found
Acetomenaphthone,,,0,not_found
2'-Nitroacetophenone,C577593,,0,no_boiling_point
3-Hydroxyflavone,C577855,,0,no_boiling_point
Iodoalphionic Acid,,,0,not_found
2-Methoxybenzoic acid,C579759,,0,no_boiling_point
2-Nitronaphthalene,C581895,,0,no_boiling_point
3-Methoxybenzoic Acid,C586389,,0,no_boiling_point
4-Acetylbenzoic Acid,C586890,,0,no_boiling_point
m-Tyramine,,,0,not_found
3-Aminophenol,C591275,,0,no_boiling_point
Levulinic Acid,C123762,518.7,1,found
Acetoxyacetone,C592201,447.0,1,found
Ethanesulfonic acid,,,0,not_found
2-Hydroxyisobutyric acid,C594616,485.2,1,found
Dimethylmalonic acid,C595460,,0,no_boiling_point
Algestone,,,0,not_found
Dipropyl sulfone,C598038,542.0,1,found
2-Nitrobutane,C600248,412.8,1,found
Ethylmalonic acid,C601752,,0,no_boiling_point
2-Nitroresorcinol,C601898,,0,no_boiling_point
9-Nitroanthracene,C602608,,0,no_boiling_point
Anthragallol,,,0,not_found
5-Nitroacenaphthene,C602879,,0,no_boiling_point
2-Hydroxyanthraquinone,C605323,,0,no_boiling_point
3-Methyluric acid,,,0,not_found
2-Nitrofluorene,C607578,,0,no_boiling_point
2-Methylresorcinol,C608253,537.2,1,found
2-Nitrothiophene,C609405,497.7,1,found
O-Phenolsulfonic acid,,,0,not_found
2-Nitrobenzamide,C610151,590.2,1,found
4-Hydroxyphthalic acid,,,0,not_found
Benzoylformic acid,C611734,,0,no_boiling_point
2-Nitrobenzyl alcohol,C612259,543.2,1,found
2-Aminoacetophenone,,,0,not_found
2-Acetamidophenol,C614802,,0,no_boiling_point
Nitrosoethylurethane,,,0,not_found
n-Propylmalonic acid,C616626,,0,no_boiling_point
Benzylmalonic acid,C616751,,0,no_boiling_point
Chorismic acid,,,0,not_found
2-Methylglutaric acid,,,0,not_found
Benzenesulfinic acid,C618417,,0,no_boiling_point
4-Nitroanthranilic acid,C616795,,0,no_boiling_point
3-Formylbenzoic acid,C619216,,0,no_boiling_point
4-Chlorobenzamide,C619567,,0,no_boiling_point
4-Cyanobenzoic acid,C619658,,0,no_boiling_point
4-Formylbenzoic acid,C619669,,0,no_boiling_point
4-Hydrazinobenzoic acid,,,0,not_found
4-Nitrobenzamide,C619807,,0,no_boiling_point
4-Ethoxybenzoic acid,C619863,,0,no_boiling_point
Metacetamol,C621421,,0,no_boiling_point
3-Ethoxybenzoic acid,,,0,not_found
Methoxyacetic Acid,C625456,476.7,1,found
2-Nitroethanol,C625489,,0,no_boiling_point
Diacetamide,C625774,496.7,1,found
3-Methylglutaric acid,C626517,,0,no_boiling_point
3-Methyladipic acid,,,0,not_found
Pentanamide,C626971,,0,no_boiling_point
Ethoxyacetic acid,C627032,479.7,1,found
1-Nitrobutane,C627054,426.2,4,found
Hexanamide,,,0,not_found
3-Nitropentane,C551882,,0,no_boiling_point
Adipamide,C628944,,0,no_boiling_point
Dicaprylyl Ether,C629823,559.7,2,found
1-Iodooctadecane,C629936,656.2,1,found
Iodotrinitromethane,C630706,,0,no_boiling_point
2-Sulfobenzoic acid,,,0,not_found
Tetrachlorophthalic acid,,,0,not_found
Clopenthixol,,,0,not_found
4-Hydroxyisophthalic acid,,,0,not_found
Succinamic acid,,,0,not_found
Octadecanal,C638664,,0,no_boiling_point
Fluoroacetamide,C640197,,0,no_boiling_point
3-Nitrobenzamide,C645090,585.7,1,found
1-Nitrohexane,C646140,,0,no_boiling_point
Nonadecanoic acid,C646300,,0,no_boiling_point
Thozalinone,C655050,,0,no_boiling_point
Heptafluorobutyramide,,,0,not_found
Agaricic Acid,,,0,not_found
Tetracyanoethylene,C670542,496.2,1,found
Dodecanedioic acid,C693232,,0,no_boiling_point
10-Octadecenoic acid,,,0,not_found
Trimethylhydroquinone,C700130,,0,no_boiling_point
Diethadione,C702545,,0,no_boiling_point
5-Methoxytryptophol,,,0,not_found
6-Nitropiperonal,C712970,,0,no_boiling_point
Dimethylallobarbital,C722974,,0,no_boiling_point
Dimethylphenobarbital,C730665,,0,no_boiling_point
Sterculic acid,,,0,not_found
Benzobarbital,,,0,not_found
Pivalamide,C754109,485.2,1,found
4-Cyanophenol,C767000,,0,no_boiling_point
2-Nitropyrene,C789071,,0,no_boiling_point
Trimethylpyruvic acid,,,0,not_found
Tetradecanedioic acid,C821385,,0,no_boiling_point
4-Iodobenzenesulfonamide,,,0,not_found
Dimethoxane,,,0,not_found
Trithioacetone,C828262,,0,no_boiling_point
4-Methoxycinnamic acid,C830091,,0,no_boiling_point
4-Nitrodiphenylamine,C836306,,0,no_boiling_point
Methoprotryne,C841065,,0,no_boiling_point
3-Cyanophenol,C873621,,0,no_boiling_point
3-Hydroxypicolinic acid,C874248,,0,no_boiling_point
3-Nitrofluoranthene,C892217,,0,no_boiling_point
N-Methylolacrylamide,C924425,,0,no_boiling_point
omega-Aminoenantic acid,,,0,not_found
Octadecyl vinyl ether,C930029,,0,no_boiling_point
3-Methoxycatechol,C934009,,0,no_boiling_point
Benzothiazolone,C934349,,0,no_boiling_point
2-Phenoxypropionic acid,C940318,538.2,1,found
Diphenylsilanediol,C947422,,0,no_boiling_point
4-Nitrodiphenyl thioether,,,0,not_found
Oxolamine,C959148,,0,no_boiling_point
Testolactone,,,0,not_found
Canrenone,C976716,,0,no_boiling_point
Methylphosphonic acid,C993135,,0,no_boiling_point
Bromodinitromethane,,,0,not_found
Quinacridone,C1047161,,0,no_boiling_point
Dimethylsilanediol,,,0,not_found
Divinyl glycol,,,0,not_found
Ethambutol,,,0,not_found
Phenylhydroquinone,C1079216,,0,no_boiling_point
Vanillylidene acetone,,,0,not_found
Vanilpyruvic acid,,,0,not_found
Pyritinol,,,0,not_found
N-Nitrosodiethanolamine,,,0,not_found
Cetylsulfonic acid,,,0,not_found
Dodecanamide,C1120167,,0,no_boiling_point
Nitrocyclohexane,C1122607,,0,no_boiling_point
4-Aminobenzophenone,C1137413,,0,no_boiling_point
Butallylonal,C1142707,,0,no_boiling_point
Zolamine,C1155039,,0,no_boiling_point
6-Hydroxyhexanoic Acid,C1191259,,0,no_boiling_point
Citiolone,,,0,not_found
4-Aminophenylacetic acid,C1197553,,0,no_boiling_point
Tetrachlorocatechol,C1198556,,0,no_boiling_point
Sigmodal,C1216406,,0,no_boiling_point
Ethynodiol,,,0,not_found
Furazabol,C1239298,,0,no_boiling_point
Metasilicic acid,C7699414,,0,no_boiling_point
Tricarballylic acid,C99149,,0,no_boiling_point
Orthosilicic acid,,,0,not_found
Picolinamide,C1452773,,0,no_boiling_point
Isonicotinamide,C1453823,,0,no_boiling_point
Hexadecylbenzene,C1459092,,0,no_boiling_point
3-Acetylthiophene,C1468833,,0,no_boiling_point
Phloraspidinol,,,0,not_found
Phenylphosphonic Acid,C1571331,,0,no_boiling_point
4-Fluorophthalic acid,,,0,not_found
Vincamine,C1617909,,0,no_boiling_point
Metaxalone,C1665481,,0,no_boiling_point
Hexahydrophthalic acid,,,0,not_found
4-Hydroxyazobenzene,C1689823,,0,no_boiling_point
5-Methyltryptamine,C1821472,,0,no_boiling_point
Fluorotrinitromethane,C1840422,,0,no_boiling_point
Octabenzone,C1843056,,0,no_boiling_point
4-Nitrothiophenol,C1849361,,0,no_boiling_point
Undecanedioic Acid,C1852046,,0,no_boiling_point
3-Cyanobenzoic acid,C1877721,,0,no_boiling_point
3-Nitrophenylacetic acid,C1877732,,0,no_boiling_point
2-Thiopheneacetic acid,C1918770,,0,no_boiling_point
Tetrachlorophene,,,0,not_found
Tert-Butylhydroquinone,C1948330,,0,no_boiling_point
Methionine sulfoximine,,,0,not_found
Medronic Acid,,,0,not_found
Meldrum's acid,C2033241,,0,no_boiling_point
Benperidol,C2062842,,0,no_boiling_point
Hexamethylenediamine,C124094,477.7,1,found
Pentadecylbenzene,C2131182,,0,no_boiling_point
5-Carboxyvanillic acid,,,0,not_found
Flumethasone,,,0,not_found
Chlorthal,C2136790,,0,no_boiling_point
4-Chlorocatechol,C2138229,,0,no_boiling_point
4-Isopropylcatechol,,,0,not_found
Methiocarb sulfone,C2179251,,0,no_boiling_point
Mofebutazone,C2210631,,0,no_boiling_point
Asparagusic acid,C2224024,,0,no_boiling_point
Troclosene,,,0,not_found
Fenitrooxone,C2255176,,0,no_boiling_point
Dihydroconiferyl alcohol,C2305137,,0,no_boiling_point
4-Acetoxybenzoic acid,C2345348,,0,no_boiling_point
Heneicosanoic acid,C2363715,,0,no_boiling_point
Homovanillyl alcohol,C2380781,,0,no_boiling_point
L-Argininosuccinic acid,,,0,not_found
Captafol,C2425061,,0,no_boiling_point
11-Aminoundecanoic acid,,,0,not_found
Tricosanoic acid,C2433967,,0,no_boiling_point
Formebolone,,,0,not_found
Decyl ether,C2456282,,0,no_boiling_point
Chlorflurecol,,,0,not_found
Acetosyringone,C2478388,,0,no_boiling_point
4-Nitroazobenzene,C2491523,,0,no_boiling_point
4-Octyloxybenzoic acid,C2493847,,0,no_boiling_point
Demeton-S sulfone,C2496915,,0,no_boiling_point
Disulfoton sulfone,C2497065,,0,no_boiling_point
Guaiacylacetone,C2503460,,0,no_boiling_point
5-Ethylbarbituric acid,,,0,not_found
Proxibarbal,,,0,not_found
Phorate sulfone,C2588047,,0,no_boiling_point
Phoratoxon sulfone,C2588069,,0,no_boiling_point
Dobesilic acid,,,0,not_found
4-Nitrohippuric acid,,,0,not_found
Amylxanthane,,,0,not_found
3-Aminobenzophenone,C2835781,,0,no_boiling_point
Isophorone diamine,,,0,not_found
Diacetone acrylamide,C2873974,,0,no_boiling_point
1-Octadecanethiol,C2885009,,0,no_boiling_point
Squaric acid,C2892515,,0,no_boiling_point
4-Ethylresorcinol,C2896608,,0,no_boiling_point
1-Hexadecanethiol,C2917262,,0,no_boiling_point
2-Heptadecanone,C2922512,,0,no_boiling_point
Toliprolol,C2933940,,0,no_boiling_point
Diberal,,,0,not_found
4-Acetamidobutyric acid,C3025965,,0,no_boiling_point
s-Triaminotrinitrobenzene,C3058386,,0,no_boiling_point
2-fluoropropanedioic Acid,,,0,not_found
Methyl phenyl sulfone,C3112854,,0,no_boiling_point
4-Acetylbutyric acid,C3128061,547.7,1,found
Camphorsulfonic acid,,,0,not_found
Hydroxyhexamide,,,0,not_found
Methyl p-tolyl sulfone,C3185997,,0,no_boiling_point
2-Methoxyanthraquinone,,,0,not_found
Narcobarbital,C125553,,0,no_boiling_point
1-Chlorooctadecane,C3386332,621.2,1,found
Isomaltol,C3420595,,0,no_boiling_point
Dithiothreitol,C3483123,,0,no_boiling_point
1-Bromoheptadecane,C3508007,,0,no_boiling_point
Megestrol,,,0,not_found
Chloralodol,,,0,not_found
Menthoglycol,C3564985,,0,no_boiling_point
Metaterol,,,0,not_found
5-Sulfoanthranilic acid,,,0,not_found
2-Nitroanthracene,C3586694,,0,no_boiling_point
Phenoxyacetic acid,C122598,,0,no_boiling_point
Ecdysone,,,0,not_found
N-Butylbenzenesulfonamide,C3622842,,0,no_boiling_point
Reposal,C3625250,,0,no_boiling_point
Dotriacontanoic acid,C3625523,,0,no_boiling_point
4-Acetamidobenzoic acid,C556081,,0,no_boiling_point
Cetadiol,,,0,not_found
Furaneol,C3658773,,0,no_boiling_point
Methyl vinyl sulfone,C3680022,,0,no_boiling_point
Chlorophacinone,C3691358,,0,no_boiling_point
3-Phenoxybenzoic acid,,,0,not_found
Fenthion sulfone,C3761420,,0,no_boiling_point
Chloric acid,C7790934,,0,no_boiling_point
Anazolene,,,0,not_found
2-Nonynamide,C3910405,,0,no_boiling_point
2-Ethyloctanedioic acid,C3971333,,0,no_boiling_point
3-Chlorocatechol,,,0,not_found
Sulisobenzone,,,0,not_found
Dimethylnitramine,C4164287,460.2,1,found
Valnoctamide,C4171135,,0,no_boiling_point
Nonacosanoic acid,C4250388,,0,no_boiling_point
1-Bromoeicosane,C4276497,,0,no_boiling_point
Sulfisoxazole Diolamine,,,0,not_found
4-Methylphthalic acid,C4316238,,0,no_boiling_point
Beclomethasone,C4419390,,0,no_boiling_point
Butylboronic acid,C4426475,,0,no_boiling_point
Fructosamine,Fructosamine,,0,no_boiling_point
1-Cyclohexyloctadecane,,,0,not_found
Cytoxal alcohol,,,0,not_found
Cyclohexyldiethanolamine,,,0,not_found
N-Nitrosopipecolic acid,,,0,not_found
Dilauryl Ether,C4542578,,0,no_boiling_point
Fenalamide,C4551591,,0,no_boiling_point
6-Chloropicolinic acid,,,0,not_found
1-Chlorohexadecane,C4860031,595.2,1,found
Ethyl Maltol,C4940118,,0,no_boiling_point
Dexpropranolol,,,0,not_found
Buthionine sulfoximine,,,0,not_found
Cyclofenil diphenol,,,0,not_found
Piprotal,,,0,not_found
Octyldodecanol,C5333426,,0,no_boiling_point
2-Aminobenzyl alcohol,C5344901,548.2,1,found
2-Hydroxydecanoic Acid,C5393817,,0,no_boiling_point
Camphoric acid,,,0,not_found
1-Adamantanecarboxamide,C5511182,,0,no_boiling_point
1-Nitropyrene,C5522430,,0,no_boiling_point
Pentadecylcyclohexane,C6006957,,0,no_boiling_point
4-Oxononanoic acid,,,0,not_found
Aminopentamide,,,0,not_found
Octocrylene,,,0,not_found
4-Nitrobenzenesulfonamide,C6325935,,0,no_boiling_point
Dioctylnitrosamine,C6335973,,0,no_boiling_point
11-Cyclopentylheneicosane,C6703817,,0,no_boiling_point
2-Aminocyclohexanol,,,0,not_found
D-glutamic acid,C6893261,,0,no_boiling_point
1-Naphthohydroxamic acid,,,0,not_found
6-Nitrogramine,,,0,not_found
Tiadenol,,,0,not_found
3-Thiopheneacetic acid,C6964212,,0,no_boiling_point
Heptacosanoic acid,,,0,not_found
Bromonitrostyrene,,,0,not_found
Cyheptamide,C7199293,,0,no_boiling_point
Phenylethylmalonamide,C7206760,,0,no_boiling_point
Deterenol,,,0,not_found
Octanohydroxamic acid,,,0,not_found
Molindone,C7416344,,0,no_boiling_point
Lauric diethanolamine,,,0,not_found
6-Nitrochrysene,C7496028,,0,no_boiling_point
D-Galactosamine,,,0,not_found
Perchloric Acid,C7601903,,0,no_boiling_point
Fluorophosphoric acid,,,0,not_found
Trichloromelamine,,,0,not_found
Iodic acid,B8002537,,0,no_boiling_point
Peroxydisulfuric acid,,,0,not_found
Chromic acid,,,0,not_found
Pantothenamide,,,0,not_found
Bromic acid,,,0,not_found
Thiosulfuric acid,,,0,not_found
5-Hydroxydodecanoic acid,,,0,not_found
Nitrous Acid,C7782776,,0,no_boiling_point
Nitramide,,,0,not_found
Fluorosulfonic acid,C7789211,,0,no_boiling_point
Chlorosulfonic acid,C7790945,,0,no_boiling_point
Amatol,,,0,not_found
Ovral,,,0,not_found
Lignosulfonic acid,,,0,not_found
Triisopropanolamine,C122203,,0,no_boiling_point
Ozone,C10028156,161.3,1,found
Stanozolol,C10418038,,0,no_boiling_point
Orthoperiodic acid,C10450609,,0,no_boiling_point
Clodronic Acid,,,0,not_found
Ancymidol,C12771685,,0,no_boiling_point
Glucoheptonic acid,,,0,not_found
Reproterol,,,0,not_found
1-Nitrofluoranthene,C13177281,,0,no_boiling_point
2-Nitrofluoranthene,C13177292,,0,no_boiling_point
8-Nitrofluoranthene,C13177327,,0,no_boiling_point
Triglycidylglycerol,,,0,not_found
5-Hydroxypentanoic acid,,,0,not_found
Methylmelamine,,,0,not_found
Azapropazone,,,0,not_found
2-Propionylthiophene,C13679759,,0,no_boiling_point
Fenthion oxon sulfone,C14086352,,0,no_boiling_point
7-Oxooctanoic acid,,,0,not_found
Trachelanthamine,C14140182,,0,no_boiling_point
Tiletamine,C14176499,,0,no_boiling_point
Fensulfothion sulfone,C14255722,,0,no_boiling_point
3-Hydroxydecanoic acid,,,0,not_found
3-Hydroxyoctanoic acid,,,0,not_found
Phytanic Acid,,,0,not_found
7-Methyljuglone,,,0,not_found
2-Nitrophenethyl alcohol,C15121843,540.2,1,found
Estetrol,,,0,not_found
Thiamphenicol,,,0,not_found
Oxidronic Acid,,,0,not_found
Embutramide,,,0,not_found
2-Methylthioxanthone,,,0,not_found
Imolamine,C318230,,0,no_boiling_point
5-Hydroxytropolone,,,0,not_found
Iocetamic Acid,,,0,not_found
Pentamethylmelamine,,,0,not_found
Benzeneethanimidamide,,,0,not_found
Nitrosomethoxymethylamine,,,0,not_found
2-Nitrophenanthrene,C17024189,,0,no_boiling_point
N-Acetylglycinamide,C2620635,,0,no_boiling_point
Danazol,,,0,not_found
4-Bromocatechol,,,0,not_found
4-Hydroxydecanoic acid,,,0,not_found
4-Nitrobenzylamine,,,0,not_found
1-Phthalazinamine,,,0,not_found
Heptadecylcyclohexane,C19781738,,0,no_boiling_point
Razoxane,C21416671,,0,no_boiling_point
Capobenic acid,,,0,not_found
